Reviewer,Paper,Year,Continent,Country,Region,Latitude,Longitude,System,Sentinel Species,Taxonomy,Specific Taxonomy,Revised Taxnomy,Trophic Position,Body Size (kg),Diet Niche Breadth,Ecto vs. Endotherm?,Type of Indicator,Connection? A or B?,Evidence for C?,Ecosystem Component,Ecosystem Category,Environmental Change,Environmental Category,Sentinel Response,Sampling Method,Scale of Change,Description,Why a Good Sentinel?,Vote Counting,Value,Sample Size,,,,,,,,,,,,,,,,,
BA,Burgas et al. 2014,2014,Europe,Finland,Scandanavia,62.5,22.8,Terrestrial,goshawk,Bird,raptor,Raptors,Secondary Consumer,0.86,Generalist,Endotherm,Elucidating,A,Referenced,Bird abundance,Prey,Habitat variation,Terrestrial Habitat,nest site abundance,Population,Spatial,goshawk nest sites were correlated with increased bird abundance and species richness,"""Due to their charisma and vulnerability to environmental change,
raptors receive special attention, and extensive data sets
of nesting locations are often available (Saurola 2008),
offering inexpensive and valuable information for conservation""",1,NA,186,,,,,,,,,,,,,,,,,
BA,Burgas et al. 2014,2014,Europe,Finland,Scandanavia,62.5,22.8,Terrestrial,goshawk,Bird,raptor,Raptors,Secondary Consumer,0.86,Generalist,Endotherm,Elucidating,A,Referenced,Polypore abundance,Co-occurring,Habitat variation,Terrestrial Habitat,nest site abundance,Population,Spatial,goshawk nest sites were correlated with increased polypore abundance and species richness,"""Due to their charisma and vulnerability to environmental change,
raptors receive special attention, and extensive data sets
of nesting locations are often available (Saurola 2008),
offering inexpensive and valuable information for conservation""",1,NA,186,,,,,,,,,,,,,,,,,
BA,Burgas et al. 2014,2014,Europe,Finland,Scandanavia,62.5,22.8,Terrestrial,Ural owl,Bird,raptor,Raptors,Secondary Consumer,0.78,Generalist,Endotherm,Elucidating,A,Referenced,Bird abundance,Prey,Habitat variation,Terrestrial Habitat,nest site abundance,Population,Spatial,Ural owl nest sites were correlated with increased bird abundance and species richness,"""Due to their charisma and vulnerability to environmental change,
raptors receive special attention, and extensive data sets
of nesting locations are often available (Saurola 2008),
offering inexpensive and valuable information for conservation""",1,NA,186,,,,,,,,,,,,,,,,,
BA,Burgas et al. 2014,2014,Europe,Finland,Scandanavia,62.5,22.8,Terrestrial,Ural owl,Bird,raptor,Raptors,Secondary Consumer,0.78,Generalist,Endotherm,Elucidating,A,Referenced,Polypore abundance,Co-occurring,Habitat variation,Terrestrial Habitat,nest site abundance,Population,Spatial,Ural owl nest sites were slightly correlated with increased polypore abundance and species richness,"""Due to their charisma and vulnerability to environmental change,
raptors receive special attention, and extensive data sets
of nesting locations are often available (Saurola 2008),
offering inexpensive and valuable information for conservation""",0,NA,186,,,,,,,,,,,,,,,,,
BA,Carroll et al. 2015,2015,Europe,UK,British Isles,55.4902,-1.6054,Marine,Kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.4,Generalist,Endotherm,Elucidating,A,Referenced,Prey availability,Prey,Sea surface temperature,Ocean Temp,breeding success,Reproduction,Years,Kittiwake breeding success is negatively correlated with sea surface temperature,sensitive and can serve as umbrella species for other predators foraging on similar prey,1,NA,142,,,,,,,,,,,,,,,,,
BA,Erwin and Congdon 2007,2007,Australia,Australia,Australia,-16.36,145.59,Marine,sooty tern (Sterna fuscata),Bird,seabird,Seabirds,Secondary Consumer,0.18,Generalist,Endotherm,Elucidating,B,Referenced,Prey availability,Prey,Sea surface temperature,Ocean Temp,foraging frequency,Space-Use,Days,foraging success on a daily scale is negatively correlated with sea surface temperature,rapid response to changes in food availability,1,-0.807,12,,,,,,,,,,,,,,,,,
BA,Erwin and Congdon 2007,2007,Australia,Australia,Australia,-16.36,145.59,Marine,sooty tern (Sterna fuscata),Bird,seabird,Seabirds,Secondary Consumer,0.18,Generalist,Endotherm,Elucidating,B,Referenced,Prey availability,Prey,Sea surface temperature,Ocean Temp,relative meal size provisioned to chicks,Diet,Days,foraging success on a daily scale is negatively correlated with sea surface temperature,rapid response to changes in food availability,1,-0.653,9,,,,,,,,,,,,,,,,,
BA,Higa et al. 2016,2016,Asia,Japan,Japan,43.3776,142.9855,Terrestrial,Blakiston's fish owl,Bird,raptor,Raptors,Secondary Consumer,3.85,Generalist,Endotherm,Elucidating,A,Referenced,Bird species richness,Co-occurring,Habitat variation,Terrestrial Habitat,breeding occupancy,Reproduction,Spatial,owl breeding sites have higher bird species richness than non-breeding sites,"charismatic, good existing data",1,NA,NA,,,,,,,,,,,,,,,,,
BA,Higa et al. 2016,2016,Asia,Japan,Japan,43.3776,142.9855,Terrestrial,Red-crowned crane,Bird,crane,,Omnivore,8.8,Generalist,Endotherm,Elucidating,A,Referenced,Bird species richness,Co-occurring,Habitat variation,Terrestrial Habitat,breeding occupancy,Reproduction,Spatial,crane breeding sites have higher bird species richness than non-breeding sites,"charismatic, good existing data",1,NA,NA,,,,,,,,,,,,,,,,,
KAH,Black et al. 2010,2010,North America,USA,California coast,37.697,-123.001,Marine,Cassin's auklet,Bird,seabird,Seabirds,Secondary Consumer,0.18,Generalist,Endotherm,Elucidating,B,Quantified,Rockfish growth,Prey,"1st principle component of: ENSO, SST, UI, and NOI",Ocean Temp,lay date,Reproduction,Decades,cassin's auklet lay date is negatively correlated to PC1 of oceanographic variables in February,sensitive to oceanographic variables over a long period of time,1,-0.71,22,,,,,,,,,,,,,,,,,
KAH,Black et al. 2010,2010,North America,USA,California coast,37.697,-123.001,Marine,Common Murre,Bird,seabird,Seabirds,Secondary Consumer,0.99,Generalist,Endotherm,Elucidating,B,Quantified,Rockfish growth,Prey,"1st principle component of: ENSO, SST, UI, and NOI",Ocean Temp,lay date,Reproduction,Decades,common murre lay date is negatively correlated to PC1 of oceanographic variables in February,sensitive to oceanographic variables over a long period of time,1,-0.64,22,,,,,,,,,,,,,,,,,
KAH,Black et al. 2010,2010,North America,USA,California coast,37.697,-123.001,Marine,Splitnose rockfish,Fish,rockfish,,Secondary Consumer,0.18,Generalist,Ectotherm,Elucidating,B,Quantified,seabird reproductive success,Predator,"1st principle component of: ENSO, SST, UI, and NOI",Ocean Temp,otolith growth,Morphometrics,Decades,splitnose rockfish otolith growth is positively correlated with the first principle component of several oceanographic variables,sensitive to oceanographic variables over a long period of time,1,0.49,NA,,,,,,,,,,,,,,,,,
KAH,Black et al. 2010,2010,North America,USA,California coast,37.697,-123.001,Marine,Yellow-eyed rockfish,Fish,rockfish,,Secondary Consumer,9.9,Generalist,Ectotherm,Elucidating,B,Quantified,seabird reproductive success,Predator,"1st principle component of: ENSO, SST, UI, and NOI",Ocean Temp,otolith growth,Morphometrics,Decades,yellow-eyed rockfish otolith growth is positively correlated with the first principle component of several oceanographic variables,sensitive to oceanographic variables over a long period of time,1,0.28,NA,,,,,,,,,,,,,,,,,
BA,Posdaljian et al. 2022,2022,North America,Canada,Arctic,72.7972,-77.1242,Marine,Sperm whale,Mammal,whale,Cetacea,Secondary Consumer,15450,Generalist,Endotherm,Elucidating,B,Unfounded,Prey availability,Prey,sea ice concentration,Sea Ice,presence,Space-Use,Years,"sperm whales are present in Arctic when there is low sea ice concentration, and have been sighted further north in the past decade than ever before",distribution of whales is tightly linked with distribution of prey,1,NA,NA,,,,,,,,,,,,,,,,,
BA,Paiva et al. 2015,2015,Africa,Senegal,West Africa,16.6175,-24.5897,Marine,Cape Verde shearwater,Bird,seabird,Seabirds,Secondary Consumer,0.53,Generalist,Endotherm,Elucidating,B,Referenced,Prey availability,Prey,SST,Ocean Temp,foraging behavior,Space-Use,Hours,SST is a predictor of foraging behavior,"""Given its marine top predator status, relative abundance, size
(i.e. enabling to carry non-expensive GPS devices), easy access to breeding colonies, low fecun
dity
and overall high sensitivity to Human-induced alterations to the marine ecosystem off
West Africa, Cape Verde shearwater is an ideal sentinel species of the health of such ecosystem""",1,NA,NA,,,,,,,,,,,,,,,,,
BA,McGeoch et al. 2002,2002,Africa,South Africa,South Africa,-27.01,32.24,Terrestrial,dung beetles,Invertebrate,beetle,Insects,Primary Consumer,0.06,Specialist,Ectotherm,Elucidating,B,Unfounded,Unspecified,NA,Habitat variation,Terrestrial Habitat,abundance,Population,Spatial,beetle abundance was lower in disturbed habitat compared to undisturbed habitat,"assessed a range of species, some of which were good indicators and others bad; said good indicators facilitate sampling and monitoring, and argues for using species that aren't too specialized on a single habitat type",1,NA,NA,,,,,,,,,,,,,,,,,
BA,Mac Nally & Fleishman 2004,2004,North America,USA,Great Basin,38.9405,-116.8312,Terrestrial,butterfly spp,Invertebrate,butterfly,Insects,Primary Consumer,NA,Specialist,Ectotherm,Elucidating,A,Referenced,Butterfly species richness,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,butterfly species richness correlated with presence of indicator species,"""The five indicator species encapsulate
a diversity of life-history characteristics found
among the resident members of their taxonomic group in
the biogeographic region. This may explain why this particular
suite of species is so strongly associated with variation
in species richness""",1,NA,49,,,,,,,,,,,,,,,,,
BA,Jenkins et al. 2013,2013,Africa,South Africa,South Africa,-34.3996,20.0259,Terrestrial,Black Harrier,Bird,raptor,Raptors,Secondary Consumer,0.5,Generalist,Endotherm,Elucidating,A,Referenced,Bird abundance,Prey,Habitat variation,Terrestrial Habitat,presence,Space-Use,Spatial,non-significant but strongly positive relationship between bird abundance in sites occupied by harriers,"""Their position at the top of trophic food webs, large home ranges and their sensitivity to
human disturbance (Newton 1979) makes them ideal candidates as biodiversity surrogates""",1,0.61616,20,,,,,,,,,,,,,,,,,
BA,Jenkins et al. 2013,2013,Africa,South Africa,South Africa,-34.3996,20.0259,Terrestrial,Black Harrier,Bird,raptor,Raptors,Secondary Consumer,0.5,Generalist,Endotherm,Elucidating,A,Referenced,"Small mammal species richness, abundance",Prey,Habitat variation,Terrestrial Habitat,presence,Space-Use,Spatial,no clear relationship with species richness in sites occupied by harriers,"""Their position at the top of trophic food webs, large home ranges and their sensitivity to
human disturbance (Newton 1979) makes them ideal candidates as biodiversity surrogates""",0,NA,20,,,,,,,,,,,,,,,,,
BA,Jenkins et al. 2013,2013,Africa,South Africa,South Africa,-34.3996,20.0259,Terrestrial,Black Harrier,Bird,raptor,Raptors,Secondary Consumer,0.5,Generalist,Endotherm,Elucidating,A,Referenced,Abundance of endemic plant species,Co-occurring,Habitat variation,Terrestrial Habitat,presence,Space-Use,Spatial,non-significant to negative relationship of endemic plant spp and harrier occupancy,"""Their position at the top of trophic food webs, large home ranges and their sensitivity to
human disturbance (Newton 1979) makes them ideal candidates as biodiversity surrogates""",0,0.289,20,,,,,,,,,,,,,,,,,
KAH,Boykin et al. 2021,2021,North America,USA,Mojave Desert,34.5199,-117.2045,Terrestrial,desert tortoise,Reptile,tortoise,Turtles,Secondary Consumer,4.5,Generalist,Ectotherm,Elucidating,A,NA,species richness,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,species richness higher in desert tortoise habitat than non desert tortoise habitat,,1,NA,NA,,,,,,,,,,,,,,,,,
KAH,Boykin et al. 2021,2021,North America,USA,Mojave Desert,34.5199,-117.2045,Terrestrial,desert kit fox,Mammal,canidae,Carnivores,Secondary Consumer,4.5,Generalist,Endotherm,Elucidating,A,NA,species richness,Co-occurring,Unspecified,NA,presence,Space-Use,Spatial,species richness higher in disert kit fox habitat than non desert kit fox habitat,,1,NA,NA,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2004,2004,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Elegant tern,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Leading,A,Quantified,fisheries catch,Prey,SOI,Ocean Temp,diet,Diet,Years,fisheries catch per effort (CPUE) predicted by proportion of sardines in Elegant Tern diet,can predict fisheries outcomes with good accuracy and at low cost,1,0.74,9,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2004,2004,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Hermann's Gulls,Bird,seabird,Seabirds,Secondary Consumer,0.49,Generalist,Endotherm,Elucidating,B,Quantified,prey availability,Prey,SOI,Ocean Temp,breeding success,Reproduction,Years,significant positive correlation between SOI and breeding success,can predict fisheries outcomes with good accuracy and at low cost,1,0.81,9,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2004,2004,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Hermann's Gulls,Bird,seabird,Seabirds,Secondary Consumer,0.49,Generalist,Endotherm,Leading,A,Quantified,fisheries catch,Prey,SOI,Ocean Temp,breeding success,Reproduction,Years,fisheries catch per effort (CPUE) predicted by breeding success of Hermann's Gulls,can predict fisheries outcomes with good accuracy and at low cost,1,0.41,9,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2013,2013,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Elegant tern,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Leading,A,Quantified,fisheries catch,Prey,SOI,Ocean Temp,diet,Diet,Years,fisheries catch per effort (CPUE) predicted by proportion of sardines in diet in previous season,,1,0.61,21,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2013,2013,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Hermann's Gulls,Bird,seabird,Seabirds,Secondary Consumer,0.49,Generalist,Endotherm,Leading,A,Quantified,fisheries catch,Prey,SOI,Ocean Temp,diet,Diet,Years,fisheries catch per effort (CPUE) predicted by proportion of sardines in diet in previous season,,1,0.55,20,,,,,,,,,,,,,,,,,
BA,Velarde et al. 2013,2013,North America,Mexico,Gulf of California,28.8234,-112.98,Marine,Brown Pelicans,Bird,seabird,Seabirds,Secondary Consumer,3.4,Generalist,Endotherm,Leading,A,Quantified,fisheries catch,Prey,SOI,Ocean Temp,diet,Diet,Years,fisheries catch per effort (CPUE) predicted by proportion of sardines in diet in previous season,,1,0.77,10,,,,,,,,,,,,,,,,,
BA,Smithers et al. 2003,2003,Australia,Australia,Great Barrier Reef,-23.26,151.51,Marine,wedge-tailed shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.38,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Sea Surface Temperature,Ocean Temp,chick feeding frequency,Diet,Years,chick feeding frequency was lower in a high SST year,sensitive to spatiotemporal changes in forage-fish availability,1,NA,NA,,,,,,,,,,,,,,,,,
BA,Smithers et al. 2003,2003,Australia,Australia,Great Barrier Reef,-23.26,151.51,Marine,wedge-tailed shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.38,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Sea Surface Temperature,Ocean Temp,chick mortality,Survival,Years,chick mortality was higher in a high SST year,sensitive to spatiotemporal changes in forage-fish availability,1,NA,NA,,,,,,,,,,,,,,,,,
BA,Ventura et al. 2021,2021,South America,Falklands,Patagonia,-51.7052,-61.3014,Marine,black-browed albatross,Bird,seabird,Seabirds,Secondary Consumer,3.2,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,"Wind, NPP, SST",Ocean Temp,breeding success,Reproduction,Years,"wind and NPP had positive effect, and SSTA had negative effect, on breeding success","charismatic and attract attention, show clear responses to environmental changes",1,NA,NA,,,,,,,,,,,,,,,,,
BA,Ventura et al. 2021,2021,South America,Falklands,Patagonia,-51.7052,-61.3014,Marine,black-browed albatross,Bird,seabird,Seabirds,Secondary Consumer,3.2,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Southern Annular Mode,Ocean Temp,adult survival,Survival,Years,negative effect of Southern Annular Mode on adult survival,"charismatic and attract attention, show clear responses to environmental changes",1,NA,NA,,,,,,,,,,,,,,,,,
KAH,Fleming et al. 2016,2016,North America,USA,California coast,36.7957,-121.8771,Marine,humpback whale,Mammal,cetacea,Cetacea,Secondary Consumer,30000,Generalist,Endotherm,Elucidating,B,Quantified,krill abundance,Prey,SST,Ocean Temp,nitrogen isotope ratios,Diet,Decades,"positive, linear relationship between SST and nitrogen isotope ratios - warmer years humpbacks feed at higher trophic levels","large distribution, highly studied cetacean, ",1,NA,20,,,,,,,,,,,,,,,,,
KAH,Fleming et al. 2016,2016,North America,USA,California coast,36.7957,-121.8771,Marine,humpback whale,Mammal,cetacea,Cetacea,Secondary Consumer,30000,Generalist,Endotherm,Elucidating,A,Quantified,krill abundance,Prey,SST,Ocean Temp,nitrogen isotope ratios,Diet,Decades,negative relationship between nitrogen isotope ratio and SST,"large distribution, highly studied cetacean, ",1,NA,20,,,,,,,,,,,,,,,,,
BA,Shao et al. 2021,2021,Asia,China,China,33.7905,107.2641,Terrestrial,leopard cat,Mammal,carnivore,Carnivores,Secondary Consumer,2.78,Generalist,Endotherm,Elucidating,A,Referenced,terrestrial vertebrate species richness,Prey,habitat variation,Terrestrial Habitat,diet,Diet,Spatial,number of prey species identified in fecal metabarcoding correlated with known species assemblages,diet of generalist carnivores a useful survey tool because feces may include difficult-to-detect species,1,NA,NA,,,,,,,,,,,,,,,,,
BA,Shao et al. 2021,2021,Asia,China,China,33.7905,107.2641,Terrestrial,red fox,Mammal,carnivore,Carnivores,Secondary Consumer,4.82,Generalist,Endotherm,Elucidating,A,Referenced,terrestrial vertebrate species richness,Prey,habitat variation,Terrestrial Habitat,diet,Diet,Spatial,number of prey species identified in fecal metabarcoding correlated with known species assemblages,diet of generalist carnivores a useful survey tool because feces may include difficult-to-detect species,1,NA,NA,,,,,,,,,,,,,,,,,
